assemble_time,cell_type,degree,num_cells,num_dofs,num_procs,parloop_time,problem,tsfc_mode
1.201983670393626,simplex,3,36414,3059364,12,0.9901818037033081,stokes_momentum,spectral
0.8830356200536092,simplex,4,7680,1545291,12,0.6744245688120524,stokes_momentum,spectral
0.8079864780108134,simplex,5,2100,835068,12,0.6658052007357279,stokes_momentum,spectral
0.9295559922854105,simplex,6,720,503139,12,0.7735484838485718,stokes_momentum,spectral
1.0561980605125427,simplex,7,286,322920,12,0.8609682122866312,stokes_momentum,spectral
4.149780650933583,simplex,1,4691126,14378940,12,3.5962039033571878,stokes_momentum,spectral
1.939783751964569,simplex,2,274400,6771087,12,1.6446791887283325,stokes_momentum,spectral
1.1782219608624775,simplex,3,36414,3059364,12,0.964512050151825,stokes_momentum,spectral
0.8211670517921448,simplex,4,7680,1545291,12,0.6521331469217936,stokes_momentum,spectral
0.8071566224098206,simplex,5,2100,835068,12,0.6646881699562073,stokes_momentum,spectral
0.8878483772277832,simplex,6,720,503139,12,0.7583617369333903,stokes_momentum,spectral
0.9353846708933512,simplex,7,286,322920,12,0.8368721008300781,stokes_momentum,spectral
